danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,Hot
0.756,0.697,8,-6.377,1,0.0401,0.182,0,0.333,0.956,94.996,audio_features,0QBzMgT7NIeoCYy3sJCof1,spotify:track:0QBzMgT7NIeoCYy3sJCof1,https://api.spotify.com/v1/tracks/0QBzMgT7NIeoCYy3sJCof1,https://api.spotify.com/v1/audio-analysis/0QBzMgT7NIeoCYy3sJCof1,206071,4,False
0.836,0.595,6,-9.338,1,0.201,0.141,0.00375,0.329,0.762,79.98,audio_features,2WRzpLD8qDRrxMXc63E5WJ,spotify:track:2WRzpLD8qDRrxMXc63E5WJ,https://api.spotify.com/v1/tracks/2WRzpLD8qDRrxMXc63E5WJ,https://api.spotify.com/v1/audio-analysis/2WRzpLD8qDRrxMXc63E5WJ,251000,4,False
0.926,0.666,11,-5.314,1,0.244,0.0611,0,0.123,0.168,127.079,audio_features,4Km5HrUvYTaSUfiSGPJeQR,spotify:track:4Km5HrUvYTaSUfiSGPJeQR,https://api.spotify.com/v1/tracks/4Km5HrUvYTaSUfiSGPJeQR,https://api.spotify.com/v1/audio-analysis/4Km5HrUvYTaSUfiSGPJeQR,343150,4,False
0.245,0.226,7,-19.274,1,0.0372,0.491,0.000205,0.109,0.238,176.137,audio_features,3x8oBw97sf8BdnzF8gg6kR,spotify:track:3x8oBw97sf8BdnzF8gg6kR,https://api.spotify.com/v1/tracks/3x8oBw97sf8BdnzF8gg6kR,https://api.spotify.com/v1/audio-analysis/3x8oBw97sf8BdnzF8gg6kR,345560,4,False
0.361,0.741,7,-8.46,0,0.0416,0.000516,0.000881,0.263,0.169,139.871,audio_features,0mVlUpYD1t92mrCacRnha7,spotify:track:0mVlUpYD1t92mrCacRnha7,https://api.spotify.com/v1/tracks/0mVlUpYD1t92mrCacRnha7,https://api.spotify.com/v1/audio-analysis/0mVlUpYD1t92mrCacRnha7,303034,4,False
0.6,0.409,11,-10.353,1,0.0411,0.125,0.00483,0.161,0.47,131.397,audio_features,0axsMumJxKRTuYCMb9oeWl,spotify:track:0axsMumJxKRTuYCMb9oeWl,https://api.spotify.com/v1/tracks/0axsMumJxKRTuYCMb9oeWl,https://api.spotify.com/v1/audio-analysis/0axsMumJxKRTuYCMb9oeWl,312533,3,False
0.413,0.624,11,-10.353,1,0.0682,0.00859,0.0178,0.132,0.0814,82.516,audio_features,6bxKECVRnkLmtpeU22Ve9p,spotify:track:6bxKECVRnkLmtpeU22Ve9p,https://api.spotify.com/v1/tracks/6bxKECVRnkLmtpeU22Ve9p,https://api.spotify.com/v1/audio-analysis/6bxKECVRnkLmtpeU22Ve9p,139652,4,False
0.282,0.938,5,-5.664,1,0.0808,0.0305,0.000161,0.25,0.741,154.385,audio_features,4Z80C8NlDd1AO4axf1O3n0,spotify:track:4Z80C8NlDd1AO4axf1O3n0,https://api.spotify.com/v1/tracks/4Z80C8NlDd1AO4axf1O3n0,https://api.spotify.com/v1/audio-analysis/4Z80C8NlDd1AO4axf1O3n0,420840,4,False
0.37,0.694,0,-11.713,1,0.0595,0.018,0.00363,0.182,0.65,155.072,audio_features,5N4vVbNotNwWGG8KcCdstR,spotify:track:5N4vVbNotNwWGG8KcCdstR,https://api.spotify.com/v1/tracks/5N4vVbNotNwWGG8KcCdstR,https://api.spotify.com/v1/audio-analysis/5N4vVbNotNwWGG8KcCdstR,270000,4,False
0.902,0.72,6,-2.776,0,0.347,0.26,0,0.0749,0.805,90.059,audio_features,4RY96Asd9IefaL3X4LOLZ8,spotify:track:4RY96Asd9IefaL3X4LOLZ8,https://api.spotify.com/v1/tracks/4RY96Asd9IefaL3X4LOLZ8,https://api.spotify.com/v1/audio-analysis/4RY96Asd9IefaL3X4LOLZ8,193467,4,False
0.274,0.00493,6,-27.652,0,0.0521,0.901,0.875,0.0936,0.119,119.616,audio_features,653GLJLEKm4JjRVJko9UYN,spotify:track:653GLJLEKm4JjRVJko9UYN,https://api.spotify.com/v1/tracks/653GLJLEKm4JjRVJko9UYN,https://api.spotify.com/v1/audio-analysis/653GLJLEKm4JjRVJko9UYN,260250,4,False
0.329,0.974,3,-8.77,0,0.135,0.000852,0.000118,0.0904,0.234,140.862,audio_features,6EPRKhUOdiFSQwGBRBbvsZ,spotify:track:6EPRKhUOdiFSQwGBRBbvsZ,https://api.spotify.com/v1/tracks/6EPRKhUOdiFSQwGBRBbvsZ,https://api.spotify.com/v1/audio-analysis/6EPRKhUOdiFSQwGBRBbvsZ,166920,4,False
0.525,0.3,5,-8.005,1,0.0286,0.578,8.3e-06,0.116,0.206,80.993,audio_features,02eD9ymfJOJOhM97HYp5R9,spotify:track:02eD9ymfJOJOhM97HYp5R9,https://api.spotify.com/v1/tracks/02eD9ymfJOJOhM97HYp5R9,https://api.spotify.com/v1/audio-analysis/02eD9ymfJOJOhM97HYp5R9,236627,4,False
0.652,0.18,5,-9.735,0,0.111,0.743,4.04e-06,0.71,0.328,115.218,audio_features,1zJpJ3HPRtAYYNLWm5BJEf,spotify:track:1zJpJ3HPRtAYYNLWm5BJEf,https://api.spotify.com/v1/tracks/1zJpJ3HPRtAYYNLWm5BJEf,https://api.spotify.com/v1/audio-analysis/1zJpJ3HPRtAYYNLWm5BJEf,261120,3,False
0.813,0.701,0,-6.508,0,0.0701,0.489,0.00116,0.294,0.855,104.019,audio_features,1BwrMGGhPA6GarWIYaFrW8,spotify:track:1BwrMGGhPA6GarWIYaFrW8,https://api.spotify.com/v1/tracks/1BwrMGGhPA6GarWIYaFrW8,https://api.spotify.com/v1/audio-analysis/1BwrMGGhPA6GarWIYaFrW8,278867,4,False
0.822,0.743,10,-4.772,0,0.28,0.016,0,0.127,0.636,84.459,audio_features,5v4GgrXPMghOnBBLmveLac,spotify:track:5v4GgrXPMghOnBBLmveLac,https://api.spotify.com/v1/tracks/5v4GgrXPMghOnBBLmveLac,https://api.spotify.com/v1/audio-analysis/5v4GgrXPMghOnBBLmveLac,242001,4,False
0.625,0.819,2,-6.142,1,0.0361,0.589,0,0.201,0.733,139.642,audio_features,4CzyLocgGmnRxSlHaKvYGB,spotify:track:4CzyLocgGmnRxSlHaKvYGB,https://api.spotify.com/v1/tracks/4CzyLocgGmnRxSlHaKvYGB,https://api.spotify.com/v1/audio-analysis/4CzyLocgGmnRxSlHaKvYGB,201907,4,False
0.581,0.854,1,-8.485,0,0.0428,0.00197,0.0013,0.111,0.788,131.18,audio_features,0K6yUnIKNsFtfIpTgGtcHm,spotify:track:0K6yUnIKNsFtfIpTgGtcHm,https://api.spotify.com/v1/tracks/0K6yUnIKNsFtfIpTgGtcHm,https://api.spotify.com/v1/audio-analysis/0K6yUnIKNsFtfIpTgGtcHm,259840,4,False
0.42,0.965,0,-1.986,1,0.0403,0.0981,0.000335,0.0784,0.846,176.243,audio_features,61MZN0yyMWSEwrLPUUGfgJ,spotify:track:61MZN0yyMWSEwrLPUUGfgJ,https://api.spotify.com/v1/tracks/61MZN0yyMWSEwrLPUUGfgJ,https://api.spotify.com/v1/audio-analysis/61MZN0yyMWSEwrLPUUGfgJ,169920,4,False
0.651,0.949,4,-6.566,0,0.0403,0.00737,0.125,0.286,0.61,113.257,audio_features,2yzPBlE5UXK2sqvnNM9QQ0,spotify:track:2yzPBlE5UXK2sqvnNM9QQ0,https://api.spotify.com/v1/tracks/2yzPBlE5UXK2sqvnNM9QQ0,https://api.spotify.com/v1/audio-analysis/2yzPBlE5UXK2sqvnNM9QQ0,285733,4,False
0.714,0.886,11,-8.629,0,0.0554,0.116,0.184,0.18,0.954,156.351,audio_features,3oAWTk92mZBxKBOKf8mR5v,spotify:track:3oAWTk92mZBxKBOKf8mR5v,https://api.spotify.com/v1/tracks/3oAWTk92mZBxKBOKf8mR5v,https://api.spotify.com/v1/audio-analysis/3oAWTk92mZBxKBOKf8mR5v,119360,4,False
0.676,0.771,8,-3.675,1,0.0483,0.0237,7e-06,0.102,0.569,99.048,audio_features,3jjujdWJ72nww5eGnfs2E7,spotify:track:3jjujdWJ72nww5eGnfs2E7,https://api.spotify.com/v1/tracks/3jjujdWJ72nww5eGnfs2E7,https://api.spotify.com/v1/audio-analysis/3jjujdWJ72nww5eGnfs2E7,207133,4,False
0.761,0.683,2,-10.889,1,0.164,0.141,0,0.342,0.671,101.787,audio_features,2Mb3zpobD0CvJGWv6NpsPy,spotify:track:2Mb3zpobD0CvJGWv6NpsPy,https://api.spotify.com/v1/tracks/2Mb3zpobD0CvJGWv6NpsPy,https://api.spotify.com/v1/audio-analysis/2Mb3zpobD0CvJGWv6NpsPy,286693,4,False
0.671,0.711,2,-7.813,1,0.0478,0.422,0,0.104,0.466,113.809,audio_features,11IzgLRXV7Cgek3tEgGgjw,spotify:track:11IzgLRXV7Cgek3tEgGgjw,https://api.spotify.com/v1/tracks/11IzgLRXV7Cgek3tEgGgjw,https://api.spotify.com/v1/audio-analysis/11IzgLRXV7Cgek3tEgGgjw,248440,4,False
0.516,0.595,5,-4.63,1,0.0313,0.0275,0,0.109,0.222,119.972,audio_features,5Ohxk2dO5COHF1krpoPigN,spotify:track:5Ohxk2dO5COHF1krpoPigN,https://api.spotify.com/v1/tracks/5Ohxk2dO5COHF1krpoPigN,https://api.spotify.com/v1/audio-analysis/5Ohxk2dO5COHF1krpoPigN,340707,4,False
0.9,0.845,11,-7.306,0,0.257,0.465,0,0.0724,0.914,111.187,audio_features,0FWhGmPVxLI6jOVF0wjALa,spotify:track:0FWhGmPVxLI6jOVF0wjALa,https://api.spotify.com/v1/tracks/0FWhGmPVxLI6jOVF0wjALa,https://api.spotify.com/v1/audio-analysis/0FWhGmPVxLI6jOVF0wjALa,427360,4,False
0.723,0.86,11,-4.357,1,0.203,0.271,4.56e-06,0.598,0.667,126.979,audio_features,3hlksXnvbKogFdPbpO9vel,spotify:track:3hlksXnvbKogFdPbpO9vel,https://api.spotify.com/v1/tracks/3hlksXnvbKogFdPbpO9vel,https://api.spotify.com/v1/audio-analysis/3hlksXnvbKogFdPbpO9vel,200013,4,False
0.598,0.735,2,-10.882,1,0.0973,0.44,0.000215,0.681,0.615,111.129,audio_features,58PSYdY0GFg0LFb2PxYk4T,spotify:track:58PSYdY0GFg0LFb2PxYk4T,https://api.spotify.com/v1/tracks/58PSYdY0GFg0LFb2PxYk4T,https://api.spotify.com/v1/audio-analysis/58PSYdY0GFg0LFb2PxYk4T,321133,3,False
0.867,0.646,1,-4.674,0,0.288,0.303,0,0.279,0.67,88.634,audio_features,6MdqqkQ8sSC0WB4i8PyRuQ,spotify:track:6MdqqkQ8sSC0WB4i8PyRuQ,https://api.spotify.com/v1/tracks/6MdqqkQ8sSC0WB4i8PyRuQ,https://api.spotify.com/v1/audio-analysis/6MdqqkQ8sSC0WB4i8PyRuQ,304600,4,False
0.814,0.813,2,-3.023,0,0.0561,0.03,9.33e-05,0.255,0.839,79.997,audio_features,6Za3190Sbw39BBC77WSS1C,spotify:track:6Za3190Sbw39BBC77WSS1C,https://api.spotify.com/v1/tracks/6Za3190Sbw39BBC77WSS1C,https://api.spotify.com/v1/audio-analysis/6Za3190Sbw39BBC77WSS1C,232550,4,False
0.564,0.717,10,-6.403,0,0.397,0.097,0,0.493,0.423,117.489,audio_features,2AYTGaclgKXACh13nJRVcV,spotify:track:2AYTGaclgKXACh13nJRVcV,https://api.spotify.com/v1/tracks/2AYTGaclgKXACh13nJRVcV,https://api.spotify.com/v1/audio-analysis/2AYTGaclgKXACh13nJRVcV,284831,5,False
0.398,0.93,11,-6.76,1,0.0615,0.000854,0.121,0.0874,0.725,190.818,audio_features,1YrnDTqvcnUKxAIeXyaEmU,spotify:track:1YrnDTqvcnUKxAIeXyaEmU,https://api.spotify.com/v1/tracks/1YrnDTqvcnUKxAIeXyaEmU,https://api.spotify.com/v1/audio-analysis/1YrnDTqvcnUKxAIeXyaEmU,408173,4,False
0.552,0.608,1,-9.786,0,0.0345,0.352,0,0.0533,0.637,112.367,audio_features,4s6LhHAV5SEsOV0lC2tjvJ,spotify:track:4s6LhHAV5SEsOV0lC2tjvJ,https://api.spotify.com/v1/tracks/4s6LhHAV5SEsOV0lC2tjvJ,https://api.spotify.com/v1/audio-analysis/4s6LhHAV5SEsOV0lC2tjvJ,162373,4,False
0.669,0.727,7,-7.588,1,0.0353,0.139,0,0.123,0.807,102.322,audio_features,6xkryXuiZU360Lngd4sx13,spotify:track:6xkryXuiZU360Lngd4sx13,https://api.spotify.com/v1/tracks/6xkryXuiZU360Lngd4sx13,https://api.spotify.com/v1/audio-analysis/6xkryXuiZU360Lngd4sx13,243493,4,False
0.816,0.514,10,-8.741,1,0.0339,0.767,0.949,0.0899,0.912,136.837,audio_features,4fQMGlCawbTkH9yPPZ49kP,spotify:track:4fQMGlCawbTkH9yPPZ49kP,https://api.spotify.com/v1/tracks/4fQMGlCawbTkH9yPPZ49kP,https://api.spotify.com/v1/audio-analysis/4fQMGlCawbTkH9yPPZ49kP,176333,4,False
0.284,0.875,11,-6.069,0,0.0422,0.00752,0.000461,0.402,0.595,75.009,audio_features,1L94M3KIu7QluZe63g64rv,spotify:track:1L94M3KIu7QluZe63g64rv,https://api.spotify.com/v1/tracks/1L94M3KIu7QluZe63g64rv,https://api.spotify.com/v1/audio-analysis/1L94M3KIu7QluZe63g64rv,340907,4,False
0.641,0.812,0,-7.945,0,0.0293,0.155,4.43e-05,0.078,0.822,112.777,audio_features,1YwNlWLf8auhazSQUDQLFU,spotify:track:1YwNlWLf8auhazSQUDQLFU,https://api.spotify.com/v1/tracks/1YwNlWLf8auhazSQUDQLFU,https://api.spotify.com/v1/audio-analysis/1YwNlWLf8auhazSQUDQLFU,257333,4,False
0.553,0.458,8,-10.796,1,0.0381,0.325,9.71e-05,0.0583,0.247,165.807,audio_features,5EL8hqM8YQJHKKnzGdahly,spotify:track:5EL8hqM8YQJHKKnzGdahly,https://api.spotify.com/v1/tracks/5EL8hqM8YQJHKKnzGdahly,https://api.spotify.com/v1/audio-analysis/5EL8hqM8YQJHKKnzGdahly,314867,4,False
0.523,0.714,11,-6.021,1,0.0367,0.658,5.2e-06,0.0785,0.659,78.211,audio_features,5BkGp7FLUUpKgWl29jBK0J,spotify:track:5BkGp7FLUUpKgWl29jBK0J,https://api.spotify.com/v1/tracks/5BkGp7FLUUpKgWl29jBK0J,https://api.spotify.com/v1/audio-analysis/5BkGp7FLUUpKgWl29jBK0J,216120,4,False
0.708,0.627,1,-11.155,1,0.0614,0.0113,3.13e-05,0.338,0.764,107.246,audio_features,3XWgwgbWDI56mf1Wl3cLzb,spotify:track:3XWgwgbWDI56mf1Wl3cLzb,https://api.spotify.com/v1/tracks/3XWgwgbWDI56mf1Wl3cLzb,https://api.spotify.com/v1/audio-analysis/3XWgwgbWDI56mf1Wl3cLzb,342360,4,False
0.661,0.66,7,-9.061,1,0.0373,0.0257,0.00977,0.256,0.814,120.617,audio_features,4xmeLj3uVcoAwgDtwM4MbG,spotify:track:4xmeLj3uVcoAwgDtwM4MbG,https://api.spotify.com/v1/tracks/4xmeLj3uVcoAwgDtwM4MbG,https://api.spotify.com/v1/audio-analysis/4xmeLj3uVcoAwgDtwM4MbG,188840,4,False
0.315,0.64,4,-9.256,0,0.0339,0.329,0.341,0.0879,0.583,97.968,audio_features,701oRFDRzsz3WdhCFOtUJj,spotify:track:701oRFDRzsz3WdhCFOtUJj,https://api.spotify.com/v1/tracks/701oRFDRzsz3WdhCFOtUJj,https://api.spotify.com/v1/audio-analysis/701oRFDRzsz3WdhCFOtUJj,317438,4,False
0.413,0.881,11,-5.541,0,0.0367,5.99e-05,0.000308,0.0805,0.364,158.066,audio_features,5UWwZ5lm5PKu6eKsHAGxOk,spotify:track:5UWwZ5lm5PKu6eKsHAGxOk,https://api.spotify.com/v1/tracks/5UWwZ5lm5PKu6eKsHAGxOk,https://api.spotify.com/v1/audio-analysis/5UWwZ5lm5PKu6eKsHAGxOk,250547,4,False
0.495,0.326,7,-12.29,1,0.0365,0.541,8.85e-05,0.0996,0.371,136.243,audio_features,476V2d6iA2tWXgQboKmTtA,spotify:track:476V2d6iA2tWXgQboKmTtA,https://api.spotify.com/v1/tracks/476V2d6iA2tWXgQboKmTtA,https://api.spotify.com/v1/audio-analysis/476V2d6iA2tWXgQboKmTtA,221120,4,False
0.249,0.834,0,-8.21,1,0.0577,0.0738,9.48e-05,0.0924,0.338,118.223,audio_features,5EWPGh7jbTNO2wakv8LjUI,spotify:track:5EWPGh7jbTNO2wakv8LjUI,https://api.spotify.com/v1/tracks/5EWPGh7jbTNO2wakv8LjUI,https://api.spotify.com/v1/audio-analysis/5EWPGh7jbTNO2wakv8LjUI,547107,4,False
0.67,0.656,2,-5.862,1,0.515,0.36,0,0.116,0.457,178.816,audio_features,0xOBVwo1b2H5uAR3QQlNRz,spotify:track:0xOBVwo1b2H5uAR3QQlNRz,https://api.spotify.com/v1/tracks/0xOBVwo1b2H5uAR3QQlNRz,https://api.spotify.com/v1/audio-analysis/0xOBVwo1b2H5uAR3QQlNRz,214166,4,False
0.681,0.504,7,-11.099,1,0.0284,0.669,0,0.142,0.705,89.994,audio_features,1kCewNSs909Xj1naXr36X8,spotify:track:1kCewNSs909Xj1naXr36X8,https://api.spotify.com/v1/tracks/1kCewNSs909Xj1naXr36X8,https://api.spotify.com/v1/audio-analysis/1kCewNSs909Xj1naXr36X8,172627,4,False
0.654,0.929,1,-5.906,1,0.0998,0.0468,0,0.0539,0.902,144.774,audio_features,6KTv0Z8BmVqM7DPxbGzpVC,spotify:track:6KTv0Z8BmVqM7DPxbGzpVC,https://api.spotify.com/v1/tracks/6KTv0Z8BmVqM7DPxbGzpVC,https://api.spotify.com/v1/audio-analysis/6KTv0Z8BmVqM7DPxbGzpVC,168840,4,False
0.73,0.579,4,-11.364,0,0.0399,0.161,0.423,0.106,0.254,103.948,audio_features,0WVswM9mX3DjHpH1QtYyW3,spotify:track:0WVswM9mX3DjHpH1QtYyW3,https://api.spotify.com/v1/tracks/0WVswM9mX3DjHpH1QtYyW3,https://api.spotify.com/v1/audio-analysis/0WVswM9mX3DjHpH1QtYyW3,273894,4,False
0.692,0.651,9,-8.267,1,0.0324,0.292,0.00241,0.105,0.706,97.923,audio_features,0bRXwKfigvpKZUurwqAlEh,spotify:track:0bRXwKfigvpKZUurwqAlEh,https://api.spotify.com/v1/tracks/0bRXwKfigvpKZUurwqAlEh,https://api.spotify.com/v1/audio-analysis/0bRXwKfigvpKZUurwqAlEh,254560,4,False
0.583,0.947,5,-5.12,1,0.0378,0.0185,0.00109,0.0679,0.803,135.448,audio_features,07GvNcU1WdyZJq3XxP0kZa,spotify:track:07GvNcU1WdyZJq3XxP0kZa,https://api.spotify.com/v1/tracks/07GvNcU1WdyZJq3XxP0kZa,https://api.spotify.com/v1/audio-analysis/07GvNcU1WdyZJq3XxP0kZa,223613,4,False
0.649,0.263,7,-11.903,1,0.0348,0.868,0.858,0.121,0.262,123.983,audio_features,43srXwmPeJfZkZxttXak4F,spotify:track:43srXwmPeJfZkZxttXak4F,https://api.spotify.com/v1/tracks/43srXwmPeJfZkZxttXak4F,https://api.spotify.com/v1/audio-analysis/43srXwmPeJfZkZxttXak4F,155277,4,False
0.629,0.851,5,-11.182,0,0.0294,0.0309,0.303,0.0947,0.961,130.7,audio_features,0RnCUYXa7jhgTXtiMXF2PQ,spotify:track:0RnCUYXa7jhgTXtiMXF2PQ,https://api.spotify.com/v1/tracks/0RnCUYXa7jhgTXtiMXF2PQ,https://api.spotify.com/v1/audio-analysis/0RnCUYXa7jhgTXtiMXF2PQ,400116,4,False
0.691,0.812,0,-7.772,1,0.0558,0.0433,1.16e-06,0.299,0.685,127.568,audio_features,39lSeqnyjZJejRuaREfyLL,spotify:track:39lSeqnyjZJejRuaREfyLL,https://api.spotify.com/v1/tracks/39lSeqnyjZJejRuaREfyLL,https://api.spotify.com/v1/audio-analysis/39lSeqnyjZJejRuaREfyLL,220627,4,False
0.601,0.831,2,-8.582,1,0.17,0.00086,0,0.102,0.296,120.962,audio_features,1p50Ir1Hm6Sa1urjaLGi7L,spotify:track:1p50Ir1Hm6Sa1urjaLGi7L,https://api.spotify.com/v1/tracks/1p50Ir1Hm6Sa1urjaLGi7L,https://api.spotify.com/v1/audio-analysis/1p50Ir1Hm6Sa1urjaLGi7L,211787,4,False
0.276,0.449,4,-11.428,1,0.0375,0.00782,0.783,0.108,0.278,101.687,audio_features,33HRECrmuelZxOpid6XTNX,spotify:track:33HRECrmuelZxOpid6XTNX,https://api.spotify.com/v1/tracks/33HRECrmuelZxOpid6XTNX,https://api.spotify.com/v1/audio-analysis/33HRECrmuelZxOpid6XTNX,230987,4,False
0.915,0.807,6,-9.636,0,0.13,0.011,0.000122,0.201,0.709,127.35,audio_features,4FupIlegZgvXUuK79qcoKW,spotify:track:4FupIlegZgvXUuK79qcoKW,https://api.spotify.com/v1/tracks/4FupIlegZgvXUuK79qcoKW,https://api.spotify.com/v1/audio-analysis/4FupIlegZgvXUuK79qcoKW,319960,4,False
0.817,0.513,10,-6.263,0,0.394,0.38,0,0.109,0.177,123.029,audio_features,01JMnRUs2YOK6DDpdQASGY,spotify:track:01JMnRUs2YOK6DDpdQASGY,https://api.spotify.com/v1/tracks/01JMnRUs2YOK6DDpdQASGY,https://api.spotify.com/v1/audio-analysis/01JMnRUs2YOK6DDpdQASGY,203438,4,False
0.485,0.762,7,-7.05,1,0.0606,0.0226,0.000672,0.126,0.906,140.988,audio_features,4qdeOkm9RfFmrYZ8yCU6Zr,spotify:track:4qdeOkm9RfFmrYZ8yCU6Zr,https://api.spotify.com/v1/tracks/4qdeOkm9RfFmrYZ8yCU6Zr,https://api.spotify.com/v1/audio-analysis/4qdeOkm9RfFmrYZ8yCU6Zr,203427,3,False
0.209,0.417,3,-8.74,1,0.0338,0.164,0.00196,0.113,0.124,138.178,audio_features,7LVHVU3tWfcxj5aiPFEW4Q,spotify:track:7LVHVU3tWfcxj5aiPFEW4Q,https://api.spotify.com/v1/tracks/7LVHVU3tWfcxj5aiPFEW4Q,https://api.spotify.com/v1/audio-analysis/7LVHVU3tWfcxj5aiPFEW4Q,295533,4,False
0.692,0.809,2,-5.935,1,0.0255,0.1,9.77e-05,0.185,0.927,104.023,audio_features,05ZACkzW8YbRq3eFgIfSNB,spotify:track:05ZACkzW8YbRq3eFgIfSNB,https://api.spotify.com/v1/tracks/05ZACkzW8YbRq3eFgIfSNB,https://api.spotify.com/v1/audio-analysis/05ZACkzW8YbRq3eFgIfSNB,263387,4,False
0.566,0.834,6,-8.412,0,0.0298,0.00277,0.008,0.0625,0.621,123.296,audio_features,3VqHuw0wFlIHcIPWkhIbdQ,spotify:track:3VqHuw0wFlIHcIPWkhIbdQ,https://api.spotify.com/v1/tracks/3VqHuw0wFlIHcIPWkhIbdQ,https://api.spotify.com/v1/audio-analysis/3VqHuw0wFlIHcIPWkhIbdQ,331560,4,False
0.751,0.703,9,-5.687,1,0.0287,0.368,0.00123,0.196,0.907,97.931,audio_features,1QaJWSCk3UMKLotnPCIHh1,spotify:track:1QaJWSCk3UMKLotnPCIHh1,https://api.spotify.com/v1/tracks/1QaJWSCk3UMKLotnPCIHh1,https://api.spotify.com/v1/audio-analysis/1QaJWSCk3UMKLotnPCIHh1,185960,4,False
0.554,0.941,11,-2.68,1,0.339,0.065,0,0.19,0.409,100.801,audio_features,4AIHPdr6x3qNbxTR8ngWdQ,spotify:track:4AIHPdr6x3qNbxTR8ngWdQ,https://api.spotify.com/v1/tracks/4AIHPdr6x3qNbxTR8ngWdQ,https://api.spotify.com/v1/audio-analysis/4AIHPdr6x3qNbxTR8ngWdQ,228400,4,False
0.429,0.914,7,-9.594,1,0.0505,0.0321,9.26e-05,0.436,0.685,155.588,audio_features,4AwKXevZmsTNa3KZVj3rzl,spotify:track:4AwKXevZmsTNa3KZVj3rzl,https://api.spotify.com/v1/tracks/4AwKXevZmsTNa3KZVj3rzl,https://api.spotify.com/v1/audio-analysis/4AwKXevZmsTNa3KZVj3rzl,221507,4,False
0.474,0.917,9,-4.19,1,0.0395,0.582,0.231,0.201,0.902,152.113,audio_features,0UAJH0k4k3slcE83a9UGCe,spotify:track:0UAJH0k4k3slcE83a9UGCe,https://api.spotify.com/v1/tracks/0UAJH0k4k3slcE83a9UGCe,https://api.spotify.com/v1/audio-analysis/0UAJH0k4k3slcE83a9UGCe,241040,4,False
0.72,0.828,5,-9.211,1,0.0462,0.185,0.429,0.0839,0.768,110.071,audio_features,3SnGymj6ijE2iuUfWxLo1q,spotify:track:3SnGymj6ijE2iuUfWxLo1q,https://api.spotify.com/v1/tracks/3SnGymj6ijE2iuUfWxLo1q,https://api.spotify.com/v1/audio-analysis/3SnGymj6ijE2iuUfWxLo1q,323347,4,False
0.816,0.726,5,-3.998,0,0.129,0.099,0,0.372,0.65,136.048,audio_features,58q2HKrzhC3ozto2nDdN4z,spotify:track:58q2HKrzhC3ozto2nDdN4z,https://api.spotify.com/v1/tracks/58q2HKrzhC3ozto2nDdN4z,https://api.spotify.com/v1/audio-analysis/58q2HKrzhC3ozto2nDdN4z,253390,4,False
0.743,0.344,1,-11.174,1,0.118,0.169,0.00879,0.103,0.577,160.15,audio_features,0wXuerDYiBnERgIpbb3JBR,spotify:track:0wXuerDYiBnERgIpbb3JBR,https://api.spotify.com/v1/tracks/0wXuerDYiBnERgIpbb3JBR,https://api.spotify.com/v1/audio-analysis/0wXuerDYiBnERgIpbb3JBR,326933,4,False
0.709,0.446,0,-9.904,1,0.037,0.716,2.39e-05,0.11,0.843,140.993,audio_features,0IVkP59yJ9GFF6B7IrvrxA,spotify:track:0IVkP59yJ9GFF6B7IrvrxA,https://api.spotify.com/v1/tracks/0IVkP59yJ9GFF6B7IrvrxA,https://api.spotify.com/v1/audio-analysis/0IVkP59yJ9GFF6B7IrvrxA,219267,3,False
0.488,0.714,9,-9.835,1,0.0432,2.43e-05,0.6,0.0672,0.726,157.604,audio_features,395kSI564E2Rl1Nh5kGOxQ,spotify:track:395kSI564E2Rl1Nh5kGOxQ,https://api.spotify.com/v1/tracks/395kSI564E2Rl1Nh5kGOxQ,https://api.spotify.com/v1/audio-analysis/395kSI564E2Rl1Nh5kGOxQ,235653,4,False
0.593,0.78,9,-6.281,1,0.0253,0.000125,0.000164,0.166,0.507,109.529,audio_features,3XApt3UvXtv8y9S6DrAxCL,spotify:track:3XApt3UvXtv8y9S6DrAxCL,https://api.spotify.com/v1/tracks/3XApt3UvXtv8y9S6DrAxCL,https://api.spotify.com/v1/audio-analysis/3XApt3UvXtv8y9S6DrAxCL,221173,4,False
0.838,0.304,4,-9.975,0,0.0626,0.16,0.0267,0.0828,0.221,112.618,audio_features,4oPNN7syJYSjzDhRerF966,spotify:track:4oPNN7syJYSjzDhRerF966,https://api.spotify.com/v1/tracks/4oPNN7syJYSjzDhRerF966,https://api.spotify.com/v1/audio-analysis/4oPNN7syJYSjzDhRerF966,430800,3,False
0.356,0.924,1,-3.74,1,0.0808,0.00101,0,0.0953,0.232,148.017,audio_features,7oK9VyNzrYvRFo7nQEYkWN,spotify:track:7oK9VyNzrYvRFo7nQEYkWN,https://api.spotify.com/v1/tracks/7oK9VyNzrYvRFo7nQEYkWN,https://api.spotify.com/v1/audio-analysis/7oK9VyNzrYvRFo7nQEYkWN,222587,4,False
0.484,0.776,9,-6.48,1,0.0312,0.00371,0.109,0.131,0.495,171.935,audio_features,1tuwC1Ob5vnYZhvg3zyzJg,spotify:track:1tuwC1Ob5vnYZhvg3zyzJg,https://api.spotify.com/v1/tracks/1tuwC1Ob5vnYZhvg3zyzJg,https://api.spotify.com/v1/audio-analysis/1tuwC1Ob5vnYZhvg3zyzJg,448467,4,False
